ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
604,458,Divya Poojary,22,4,6,5,2
605,459,Vidya Poojary,29,5,1,3,2
606,459,Kavya Hegde,39,2,5,4,2
607,460,Prakash Naik,58,8,2,1,1
608,461,Vinay Shetty,35,3,5,4,1
609,461,Vidya Shetty,28,8,1,2,2
610,462,Rekha Bhat,37,4,4,4,2
611,463,Imran Rao,63,6,5,3,1
612,464,Riyaz Poojary,66,9,4,3,1
613,465,Roopa Nayak,40,4,5,3,2
614,466,Basavaraj Achar,61,5,1,2,1
615,466,Umesh Naik,29,5,5,1,1
616,467,Umesh Rao,18,6,3,5,1
617,467,Suresh Poojary,29,2,6,5,1
618,468,Ramesh Kumar,53,3,4,3,1
619,468,Nisha Rao,20,9,6,2,2
620,469,Pooja Shetty,58,5,4,1,2
621,469,Basavaraj Murthy,26,3,5,1,1
622,470,Basavaraj Shastri,49,10,2,4,1
623,472,Praveen Desai,48,8,3,1,1
624,472,Deepak Achar,48,3,2,1,1
625,473,Pooja Gowda,30,6,6,5,2
626,474,Meena Patil,34,7,6,5,2
627,474,Ananya Shetty,40,2,5,2,2
628,475,Imran Rao,58,3,4,2,1
629,476,Praveen Reddy,21,1,2,5,1
630,477,Abdul Hebbar,43,5,6,2,1
631,477,Shivaraj Kulkarni,33,3,3,4,1
632,478,Deepak Shetty,62,8,5,3,1
633,480,Vinay Hegde,52,2,2,3,1
634,480,Sowmya Bhat,25,3,1,5,2
635,481,Santosh Kulkarni,20,9,5,3,1
636,481,Geetha Poojary,62,5,6,4,2
637,482,Sowmya Nayak,58,7,3,5,2
638,482,Naveen Achar,44,6,4,1,1
639,483,Divya Hebbar,20,3,3,5,2
640,484,Bhavya Achar,62,6,5,3,2
641,485,Imran Nayak,29,8,4,3,1
642,486,Asha Patil,27,1,2,3,2
643,486,Nagaraj Rai,64,3,2,3,1
644,487,Pooja Shastri,49,3,4,1,2
645,488,Vidya Rai,24,10,3,1,2
646,488,Bhavya Shetty,47,2,2,5,2
647,490,Divya Gowda,21,8,2,1,2
648,491,Shruthi Achar,69,6,3,1,2
649,492,Chetan Shetty,21,1,1,3,1
650,492,Ravi Rai,33,4,3,2,1
651,493,Asha Kumar,59,9,1,4,2
652,493,Sowmya Kumar,49,9,1,5,2
653,494,Riyaz Bhat,34,9,5,3,1
654,495,Meena Patil,20,4,6,5,2
655,496,Divya Poojary,70,8,1,3,2
656,496,Naveen Murthy,62,9,2,2,1
657,497,Shivaraj Shetty,65,4,1,2,1
658,498,Mahesh Poojary,48,1,1,4,1
659,499,Ramesh Rai,58,2,3,3,1
660,499,Suresh Shetty,58,4,3,3,1
661,500,Rekha Naik,26,2,2,5,2
662,500,Suresh Shastri,26,5,4,2,1
